$outgn
 [1] "GEN9"    "GEN116"  "GEN189"  "GEN238"  "GEN294"  "GEN327"  "GEN328" 
 [8] "GEN372"  "GEN385"  "GEN389"  "GEN461"  "GEN632"  "GEN645"  "GEN697" 
[15] "GEN732"  "GEN751"  "GEN767"  "GEN804"  "GEN893"  "GEN915"  "GEN929" 
[22] "GEN995"  "GEN1067" "GEN1078" "GEN1207" "GEN1237" "GEN1242"

$outsp
character(0)

$outcell
 Species                            Genes    
 "Dickeya_dianthicola..RNS049Dd"    "GEN599" 
 "Dickeya_solani..GBBC2040Ds"       "GEN599" 
 "Dickeya_sp..CSLRW240Ds"           "GEN599" 
 "Dickeya_sp..B16Ds"                "GEN599" 
 "Dickeya_dianthicola..RNS049Dd"    "GEN602" 
 "Dickeya_solani..RNS070773BDs"     "GEN602" 
 "Dickeya_solani..RNS050512ADs"     "GEN602" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN602" 
 "Dickeya_sp..B16Ds"                "GEN602" 
 "Dickeya_sp..MK7Ds"                "GEN602" 
 "Dickeya_solani..RNS050512ADs"     "GEN603" 
 "Dickeya_zeae..MS1Dz"              "GEN603" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN603" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN604" 
 "Dickeya_chrysanthem..L11Dc"       "GEN604" 
 "Dickeya_aquatica..DW0440Da"       "GEN605" 
 "Dickeya_solani..RNS070773BDs"     "GEN607" 
 "Dickeya_zeae..MK19Dz"             "GEN607" 
 "Dickeya_zeae..MS1Dz"              "GEN607" 
 "Dickeya_zeae..Ech586Dz"           "GEN607" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN607" 
 "Dickeya_sp..CSLRW240Ds"           "GEN608" 
 "Dickeya_solani..RNS070773BDs"     "GEN608" 
 "Dickeya_sp..B16Ds"                "GEN608" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN609" 
 "Dickeya_solani..RNS070773BDs"     "GEN611" 
 "Dickeya_solani..RNS050512ADs"     "GEN611" 
 "Dickeya_sp..NCPPB569Ds"           "GEN612" 
 "Dickeya_dadantii..3937Dd"         "GEN612" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN612" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN612" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN614" 
 "Dickeya_sp..MK7Ds"                "GEN615" 
 "Dickeya_sp..S1Ds"                 "GEN616" 
 "Dickeya_solani..RNS050512ADs"     "GEN616" 
 "Dickeya_zeae..MK19Dz"             "GEN616" 
 "Dickeya_zeae..MS1Dz"              "GEN616" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN617" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN617" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN618" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN618" 
 "Dickeya_sp..2B12Ds"               "GEN619" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN619" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN619" 
 "Dickeya_zeae..Ech586Dz"           "GEN620" 
 "Dickeya_zeae..DZ2QDz"             "GEN621" 
 "Dickeya_zeae..MS1Dz"              "GEN621" 
 "Dickeya_sp..S1Ds"                 "GEN621" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN623" 
 "Dickeya_dianthicola..IPO980Dd"    "GEN623" 
 "Dickeya_solani..RNS050512ADs"     "GEN623" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN623" 
 "Dickeya_sp..CSLRW240Ds"           "GEN624" 
 "Dickeya_zeae..EC1Dz"              "GEN624" 
 "Dickeya_zeae..DZ2QDz"             "GEN626" 
 "Dickeya_solani..RNS050512ADs"     "GEN627" 
 "Dickeya_dianthicola..NCPPB453Dd"  "GEN628" 
 "Dickeya_zeae..MS1Dz"              "GEN628" 
 "Dickeya_sp..S1Ds"                 "GEN628" 
 "Dickeya_solani..PPO9019Ds"        "GEN629" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN630" 
 "Dickeya_solani..RNS050512ADs"     "GEN633" 
 "Dickeya_solani..M005Ds"           "GEN633" 
 "Dickeya_chrysanthem..M074Dc"      "GEN634" 
 "Dickeya_dianthicola..IPO980Dd"    "GEN637" 
 "Dickeya_solani..Ds0432-1Ds"       "GEN637" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN637" 
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN638" 
 "Serratia_sp..ATCC39006Ss"         "GEN638" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN640" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN642" 
 "Dickeya_solani..RNS070773BDs"     "GEN642" 
 "Dickeya_chrysanthem..L11Dc"       "GEN642" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN643" 
 "Dickeya_chrysanthem..L11Dc"       "GEN643" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN649" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN649" 
 "Dickeya_dadantii..3937Dd"         "GEN649" 
 "Dickeya_solani..RNS050512ADs"     "GEN649" 
 "Dickeya_solani..PPO9134Ds"        "GEN650" 
 "Dickeya_solani..RNS050512ADs"     "GEN650" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN652" 
 "Dickeya_solani..IPO2222Ds"        "GEN654" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN655" 
 "Dickeya_chrysanthem..M074Dc"      "GEN656" 
 "Dickeya_sp..2B12Ds"               "GEN657" 
 "Dickeya_zeae..MK19Dz"             "GEN658" 
 "Dickeya_dadantii..3937Dd"         "GEN660" 
 "Dickeya_solani..RNS050512ADs"     "GEN660" 
 "Dickeya_zeae..MS1Dz"              "GEN660" 
 "Dickeya_sp..MK7Ds"                "GEN662" 
 "Dickeya_solani..PPO9134Ds"        "GEN663" 
 "Dickeya_solani..M005Ds"           "GEN663" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN665" 
 "Dickeya_zeae..DZ2QDz"             "GEN665" 
 "Dickeya_solani..PPO9019Ds"        "GEN666" 
 "Serratia_sp..ATCC39006Ss"         "GEN667" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN669" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN670" 
 "Dickeya_solani..PPO9134Ds"        "GEN672" 
 "Dickeya_sp..S1Ds"                 "GEN673" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN673" 
 "Dickeya_solani..RNS050512ADs"     "GEN676" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN676" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN676" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN677" 
 "Dickeya_solani..MK10Ds"           "GEN679" 
 "Dickeya_solani..RNS050512ADs"     "GEN680" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN680" 
 "Dickeya_zeae..MK19Dz"             "GEN680" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN681" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN683" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN684" 
 "Dickeya_zeae..Ech586Dz"           "GEN684" 
 "Serratia_sp..ATCC39006Ss"         "GEN684" 
 "Dickeya_solani..RNS070773BDs"     "GEN686" 
 "Dickeya_solani..RNS050512ADs"     "GEN686" 
 "Dickeya_solani..M005Ds"           "GEN687" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN688" 
 "Dickeya_zeae..MK19Dz"             "GEN689" 
 "Dickeya_solani..RNS050512ADs"     "GEN690" 
 "Dickeya_solani..RNS070773BDs"     "GEN690" 
 "Dickeya_sp..S1Ds"                 "GEN690" 
 "Dickeya_solani..RNS050512ADs"     "GEN692" 
 "Dickeya_sp..S1Ds"                 "GEN693" 
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN694" 
 "Serratia_sp..ATCC39006Ss"         "GEN694" 
 "Dickeya_sp..S1Ds"                 "GEN695" 
 "Dickeya_dianthicola..NCPPB453Dd"  "GEN696" 
 "Dickeya_zeae..DZ2QDz"             "GEN696" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN699" 
 "Dickeya_zeae..Ech586Dz"           "GEN699" 
 "Dickeya_dadantii..3937Dd"         "GEN700" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN700" 
 "Dickeya_solani..RNS050512ADs"     "GEN700" 
 "Dickeya_solani..PPO9134Ds"        "GEN701" 
 "Cedecea_neteri..ND14bCn"          "GEN701" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN702" 
 "Dickeya_zeae..Ech586Dz"           "GEN703" 
 "Dickeya_zeae..DZ2QDz"             "GEN704" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN705" 
 "Dickeya_sp..NCPPB569Ds"           "GEN706" 
 "Dickeya_dianthicola..RNS049Dd"    "GEN707" 
 "Dickeya_chrysanthem..Ech1591Dc"   "GEN707" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN707" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN707" 
 "Dickeya_solani..M005Ds"           "GEN708" 
 "Dickeya_solani..IPO2222Ds"        "GEN709" 
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN710" 
 "Dickeya_chrysanthem..Ech1591Dc"   "GEN710" 
 "Dickeya_chrysanthem..M074Dc"      "GEN710" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN715" 
 "Dickeya_solani..PPO9019Ds"        "GEN715" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN716" 
 "Cedecea_neteri..ND14bCn"          "GEN716" 
 "Cedecea_neteri..ND14bCn"          "GEN719" 
 "Dickeya_solani..M005Ds"           "GEN719" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN722" 
 "Dickeya_zeae..Ech586Dz"           "GEN722" 
 "Dickeya_sp..S1Ds"                 "GEN722" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN723" 
 "Dickeya_zeae..DZ2QDz"             "GEN724" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN725" 
 "Dickeya_chrysanthem..L11Dc"       "GEN725" 
 "Dickeya_sp..CSLRW240Ds"           "GEN726" 
 "Dickeya_solani..RNS08082331ADs"   "GEN726" 
 "Dickeya_solani..RNS070773BDs"     "GEN726" 
 "Cedecea_neteri..ND14bCn"          "GEN727" 
 "Dickeya_solani..M005Ds"           "GEN727" 
 "Serratia_sp..ATCC39006Ss"         "GEN727" 
 "Dickeya_sp..NCPPB569Ds"           "GEN728" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN729" 
 "Dickeya_dianthicola..RNS049Dd"    "GEN730" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN730" 
 "Dickeya_dianthicola..IPO980Dd"    "GEN731" 
 "Dickeya_sp..B16Ds"                "GEN731" 
 "Dickeya_solani..RNS050512ADs"     "GEN734" 
 "Dickeya_zeae..MS1Dz"              "GEN734" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN735" 
 "Dickeya_solani..RNS08082331ADs"   "GEN736" 
 "Dickeya_solani..PPO9134Ds"        "GEN736" 
 "Dickeya_sp..CSLRW240Ds"           "GEN736" 
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN738" 
 "Dickeya_zeae..DZ2QDz"             "GEN738" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN739" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN739" 
 "Dickeya_sp..CSLRW240Ds"           "GEN741" 
 "Dickeya_zeae..EC1Dz"              "GEN741" 
 "Dickeya_solani..RNS070773BDs"     "GEN743" 
 "Dickeya_solani..RNS050512ADs"     "GEN743" 
 "Dickeya_solani..PPO9134Ds"        "GEN745" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN745" 
 "Dickeya_zeae..DZ2QDz"             "GEN746" 
 "Dickeya_solani..RNS050512ADs"     "GEN749" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN749" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN749" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN750" 
 "Dickeya_solani..RNS050512ADs"     "GEN750" 
 "Dickeya_zeae..MK19Dz"             "GEN750" 
 "Dickeya_zeae..MS1Dz"              "GEN750" 
 "Dickeya_solani..RNS08082331ADs"   "GEN754" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN754" 
 "Dickeya_sp..MK7Ds"                "GEN754" 
 "Dickeya_solani..RNS050512ADs"     "GEN755" 
 "Dickeya_zeae..MS1Dz"              "GEN755" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN755" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN755" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN756" 
 "Dickeya_solani..RNS050512ADs"     "GEN756" 
 "Dickeya_zeae..MS1Dz"              "GEN756" 
 "Dickeya_aquatica..DW0440Da"       "GEN757" 
 "Dickeya_zeae..DZ2QDz"             "GEN760" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN760" 
 "Dickeya_dadantii..3937Dd"         "GEN761" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN761" 
 "Dickeya_solani..MK10Ds"           "GEN761" 
 "Dickeya_dianthicola..NCPPB453Dd"  "GEN762" 
 "Dickeya_sp..CSLRW240Ds"           "GEN762" 
 "Dickeya_solani..RNS050512ADs"     "GEN763" 
 "Dickeya_dadantii..3937Dd"         "GEN763" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN763" 
 "Dickeya_zeae..MS1Dz"              "GEN763" 
 "Dickeya_zeae..Ech586Dz"           "GEN763" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN766" 
 "Dickeya_solani..RNS050512ADs"     "GEN766" 
 "Dickeya_solani..PPO9019Ds"        "GEN768" 
 "Dickeya_zeae..DZ2QDz"             "GEN768" 
 "Dickeya_dadantii..3937Dd"         "GEN769" 
 "Dickeya_chrysanthem..Ech1591Dc"   "GEN769" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN771" 
 "Dickeya_zeae..MS1Dz"              "GEN772" 
 "Dickeya_dadantii..3937Dd"         "GEN773" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN773" 
 "Dickeya_solani..RNS050512ADs"     "GEN773" 
 "Dickeya_zeae..MS1Dz"              "GEN773" 
 "Dickeya_dianthicola..NCPPB453Dd"  "GEN774" 
 "Dickeya_solani..MK10Ds"           "GEN774" 
 "Dickeya_aquatica..localstrainDa"  "GEN774" 
 "Dickeya_sp..B16Ds"                "GEN774" 
 "Dickeya_sp..CSLRW240Ds"           "GEN775" 
 "Dickeya_solani..M005Ds"           "GEN776" 
 "Dickeya_solani..M005Ds"           "GEN777" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN777" 
 "Dickeya_dadantii..3937Dd"         "GEN779" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN779" 
 "Dickeya_zeae..Ech586Dz"           "GEN779" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN779" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN780" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN781" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN782" 
 "Dickeya_solani..PPO9019Ds"        "GEN782" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN785" 
 "Cedecea_neteri..ND14bCn"          "GEN787" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN788" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN788" 
 "Dickeya_solani..RNS050512ADs"     "GEN789" 
 "Dickeya_dianthicola..RNS049Dd"    "GEN790" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN790" 
 "Dickeya_zeae..Ech586Dz"           "GEN791" 
 "Dickeya_sp..NCPPB569Ds"           "GEN791" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN792" 
 "Dickeya_dadantii..3937Dd"         "GEN792" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN793" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN794" 
 "Dickeya_dadantii..3937Dd"         "GEN795" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN795" 
 "Dickeya_solani..RNS050512ADs"     "GEN795" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN795" 
 "Dickeya_zeae..MS1Dz"              "GEN795" 
 "Dickeya_dadantii..3937Dd"         "GEN798" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN798" 
 "Dickeya_solani..PPO9019Ds"        "GEN798" 
 "Dickeya_sp..MK7Ds"                "GEN798" 
 "Dickeya_solani..RNS050512ADs"     "GEN799" 
 "Dickeya_zeae..MK19Dz"             "GEN799" 
 "Serratia_sp..ATCC39006Ss"         "GEN800" 
 "Dickeya_sp..B16Ds"                "GEN802" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN803" 
 "Dickeya_zeae..DZ2QDz"             "GEN803" 
 "Dickeya_zeae..Ech586Dz"           "GEN803" 
 "Dickeya_sp..2B12Ds"               "GEN803" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN805" 
 "Dickeya_zeae..Ech586Dz"           "GEN808" 
 "Dickeya_zeae..MS1Dz"              "GEN810" 
 "Dickeya_zeae..Ech586Dz"           "GEN810" 
 "Dickeya_solani..M005Ds"           "GEN810" 
 "Dickeya_solani..GBBC2040Ds"       "GEN811" 
 "Dickeya_solani..IPO2222Ds"        "GEN811" 
 "Dickeya_solani..RNS050512ADs"     "GEN811" 
 "Dickeya_solani..Ds0432-1Ds"       "GEN812" 
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN812" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN812" 
 "Dickeya_solani..IFB0099Ds"        "GEN813" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN814" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN815" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN817" 
 "Dickeya_solani..PPO9019Ds"        "GEN818" 
 "Dickeya_zeae..MK19Dz"             "GEN818" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN819" 
 "Dickeya_solani..RNS050512ADs"     "GEN820" 
 "Dickeya_solani..M005Ds"           "GEN820" 
 "Dickeya_zeae..DZ2QDz"             "GEN822" 
 "Dickeya_sp..B16Ds"                "GEN822" 
 "Dickeya_zeae..MK19Dz"             "GEN823" 
 "Dickeya_solani..RNS070773BDs"     "GEN826" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN826" 
 "Dickeya_solani..Ds0432-1Ds"       "GEN827" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN830" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN831" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN831" 
 "Dickeya_zeae..DZ2QDz"             "GEN832" 
 "Dickeya_zeae..MS1Dz"              "GEN832" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN833" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN834" 
 "Dickeya_solani..RNS050512ADs"     "GEN836" 
 "Dickeya_zeae..MS1Dz"              "GEN836" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN836" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN836" 
 "Dickeya_zeae..MS1Dz"              "GEN837" 
 "Dickeya_solani..RNS050512ADs"     "GEN839" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN839" 
 "Dickeya_solani..RNS08082331ADs"   "GEN841" 
 "Dickeya_solani..PPO9134Ds"        "GEN841" 
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN842" 
 "Dickeya_solani..RNS070773BDs"     "GEN842" 
 "Dickeya_sp..2B12Ds"               "GEN842" 
 "Dickeya_solani..Ds0432-1Ds"       "GEN843" 
 "Dickeya_solani..RNS070773BDs"     "GEN843" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN843" 
 "Dickeya_zeae..EC1Dz"              "GEN845" 
 "Dickeya_sp..CSLRW240Ds"           "GEN845" 
 "Dickeya_dadantii..3937Dd"         "GEN846" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN847" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN848" 
 "Dickeya_solani..RNS050512ADs"     "GEN848" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN848" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN848" 
 "Dickeya_aquatica..localstrainDa"  "GEN849" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN850" 
 "Dickeya_zeae..Ech586Dz"           "GEN851" 
 "Dickeya_sp..CSLRW240Ds"           "GEN852" 
 "Dickeya_chrysanthem..M074Dc"      "GEN852" 
 "Dickeya_solani..RNS070773BDs"     "GEN853" 
 "Dickeya_sp..B16Ds"                "GEN853" 
 "Dickeya_solani..PPO9019Ds"        "GEN854" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN856" 
 "Dickeya_solani..RNS050512ADs"     "GEN856" 
 "Dickeya_zeae..MS1Dz"              "GEN856" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN856" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN857" 
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN858" 
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN858" 
 "Dickeya_sp..2B12Ds"               "GEN858" 
 "Dickeya_dadantii..3937Dd"         "GEN860" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN860" 
 "Dickeya_sp..S1Ds"                 "GEN861" 
 "Dickeya_solani..RNS050512ADs"     "GEN861" 
 "Dickeya_sp..S1Ds"                 "GEN862" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN863" 
 "Dickeya_zeae..DZ2QDz"             "GEN863" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN863" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN865" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN865" 
 "Dickeya_solani..RNS08082331ADs"   "GEN866" 
 "Dickeya_solani..RNS070773BDs"     "GEN866" 
 "Dickeya_sp..S1Ds"                 "GEN867" 
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN869" 
 "Dickeya_aquatica..DW0440Da"       "GEN869" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN870" 
 "Dickeya_dadantii..3937Dd"         "GEN870" 
 "Dickeya_solani..RNS050512ADs"     "GEN870" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN870" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN870" 
 "Dickeya_zeae..Ech586Dz"           "GEN871" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN871" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN873" 
 "Dickeya_zeae..Ech586Dz"           "GEN874" 
 "Dickeya_sp..2B12Ds"               "GEN876" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN877" 
 "Dickeya_solani..RNS050512ADs"     "GEN878" 
 "Dickeya_zeae..MS1Dz"              "GEN878" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN878" 
 "Dickeya_solani..RNS070773BDs"     "GEN881" 
 "Dickeya_solani..RNS050512ADs"     "GEN881" 
 "Dickeya_zeae..Ech586Dz"           "GEN882" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN882" 
 "Dickeya_dadantii..3937Dd"         "GEN885" 
 "Dickeya_solani..M005Ds"           "GEN886" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN886" 
 "Dickeya_solani..RNS070773BDs"     "GEN887" 
 "Dickeya_solani..RNS050512ADs"     "GEN887" 
 "Dickeya_zeae..MK19Dz"             "GEN887" 
 "Dickeya_solani..M005Ds"           "GEN888" 
 "Dickeya_solani..M005Ds"           "GEN889" 
 "Dickeya_sp..2B12Ds"               "GEN891" 
 "Dickeya_dadantii..3937Dd"         "GEN892" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN892" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN892" 
 "Dickeya_aquatica..localstrainDa"  "GEN894" 
 "Serratia_sp..ATCC39006Ss"         "GEN894" 
 "Dickeya_dianthicola..RNS049Dd"    "GEN895" 
 "Dickeya_sp..MK7Ds"                "GEN895" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN896" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN896" 
 "Serratia_sp..ATCC39006Ss"         "GEN898" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN899" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN899" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN901" 
 "Serratia_sp..ATCC39006Ss"         "GEN901" 
 "Dickeya_dadantii..3937Dd"         "GEN903" 
 "Dickeya_solani..IFB0099Ds"        "GEN904" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN904" 
 "Dickeya_sp..S1Ds"                 "GEN906" 
 "Dickeya_paradisiaca..Ech703Dp"    "GEN908" 
 "Dickeya_zeae..MK19Dz"             "GEN909" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN909" 
 "Dickeya_zeae..Ech586Dz"           "GEN910" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN911" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN912" 
 "Dickeya_sp..S1Ds"                 "GEN912" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN912" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN913" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN914" 
 "Dickeya_solani..MK16Ds"           "GEN916" 
 "Dickeya_solani..MK10Ds"           "GEN916" 
 "Dickeya_solani..PPO9019Ds"        "GEN916" 
 "Dickeya_sp..S1Ds"                 "GEN916" 
 "Dickeya_solani..PPO9134Ds"        "GEN918" 
 "Serratia_sp..ATCC39006Ss"         "GEN919" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN920" 
 "Dickeya_aquatica..localstrainDa"  "GEN921" 
 "Dickeya_solani..GBBC2040Ds"       "GEN921" 
 "Cedecea_neteri..ND14bCn"          "GEN924" 
 "Dickeya_solani..RNS050512ADs"     "GEN924" 
 "Dickeya_solani..M005Ds"           "GEN924" 
 "Dickeya_solani..IPO2222Ds"        "GEN925" 
 "Dickeya_zeae..Ech586Dz"           "GEN925" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN926" 
 "Dickeya_solani..RNS050512ADs"     "GEN926" 
 "Dickeya_sp..S1Ds"                 "GEN926" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN928" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN928" 
 "Dickeya_zeae..DZ2QDz"             "GEN930" 
 "Serratia_sp..ATCC39006Ss"         "GEN930" 
 "Dickeya_paradisiaca..Ech703Dp"    "GEN931" 
 "Dickeya_sp..S1Ds"                 "GEN934" 
 "Dickeya_solani..M005Ds"           "GEN934" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN935" 
 "Dickeya_dadantii..3937Dd"         "GEN936" 
 "Dickeya_sp..S1Ds"                 "GEN936" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN937" 
 "Dickeya_aquatica..localstrainDa"  "GEN938" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN938" 
 "Dickeya_sp..S1Ds"                 "GEN939" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN940" 
 "Dickeya_solani..PPO9019Ds"        "GEN940" 
 "Dickeya_dianthicola..RNS049Dd"    "GEN941" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN941" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN942" 
