$outgn
character(0)

$outsp
character(0)

$outcell
 Species                            Genes    
 "Dickeya_dadantii..3937Dd"         "GEN903" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN904" 
 "Dickeya_solani..IFB0099Ds"        "GEN904" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN905" 
 "Dickeya_sp..S1Ds"                 "GEN906" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN907" 
 "Dickeya_solani..MK10Ds"           "GEN908" 
 "Dickeya_solani..IPO2222Ds"        "GEN908" 
 "Dickeya_zeae..MS1Dz"              "GEN911" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN912" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN913" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN914" 
 "Dickeya_solani..MK16Ds"           "GEN916" 
 "Dickeya_solani..MK10Ds"           "GEN916" 
 "Dickeya_solani..PPO9019Ds"        "GEN916" 
 "Dickeya_solani..PPO9134Ds"        "GEN918" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN919" 
 "Dickeya_sp..S1Ds"                 "GEN919" 
 "Dickeya_aquatica..localstrainDa"  "GEN921" 
 "Dickeya_solani..GBBC2040Ds"       "GEN921" 
 "Dickeya_solani..M005Ds"           "GEN924" 
 "Dickeya_zeae..MS1Dz"              "GEN927" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN928" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN928" 
 "Dickeya_zeae..DZ2QDz"             "GEN928" 
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN931" 
 "Dickeya_zeae..MS1Dz"              "GEN931" 
 "Dickeya_zeae..MS1Dz"              "GEN932" 
 "Dickeya_dadantii..3937Dd"         "GEN934" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN934" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN935" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN935" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN938" 
 "Dickeya_aquatica..localstrainDa"  "GEN938" 
 "Dickeya_sp..S1Ds"                 "GEN939" 
 "Dickeya_solani..PPO9019Ds"        "GEN940" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN941" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN943" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN944" 
 "Dickeya_solani..RNS070773BDs"     "GEN946" 
 "Dickeya_solani..PPO9019Ds"        "GEN946" 
 "Dickeya_dianthicola..IPO980Dd"    "GEN947" 
 "Dickeya_solani..Ds0432-1Ds"       "GEN947" 
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN950" 
 "Serratia_sp..ATCC39006Ss"         "GEN950" 
 "Dickeya_solani..M005Ds"           "GEN951" 
 "Dickeya_sp..B16Ds"                "GEN954" 
 "Dickeya_sp..MK7Ds"                "GEN954" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN955" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN955" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN956" 
 "Dickeya_zeae..DZ2QDz"             "GEN956" 
 "Dickeya_zeae..EC1Dz"              "GEN957" 
 "Dickeya_zeae..DZ2QDz"             "GEN957" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN958" 
 "Dickeya_zeae..DZ2QDz"             "GEN958" 
 "Dickeya_solani..RNS070773BDs"     "GEN959" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN961" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN961" 
 "Dickeya_chrysanthem..M074Dc"      "GEN962" 
 "Dickeya_solani..Ds0432-1Ds"       "GEN963" 
 "Dickeya_zeae..EC1Dz"              "GEN964" 
 "Dickeya_zeae..DZ2QDz"             "GEN964" 
 "Dickeya_dadantii..3937Dd"         "GEN965" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN965" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN965" 
 "Dickeya_zeae..MS1Dz"              "GEN967" 
 "Dickeya_sp..CSLRW240Ds"           "GEN967" 
 "Dickeya_dadantii..3937Dd"         "GEN968" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN968" 
 "Serratia_sp..ATCC39006Ss"         "GEN968" 
 "Dickeya_solani..MK16Ds"           "GEN970" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN971" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN971" 
 "Dickeya_solani..RNS08082331ADs"   "GEN972" 
 "Dickeya_solani..IPO2222Ds"        "GEN972" 
 "Dickeya_solani..RNS070773BDs"     "GEN977" 
 "Dickeya_zeae..MS1Dz"              "GEN977" 
 "Dickeya_solani..RNS070773BDs"     "GEN978" 
 "Dickeya_solani..RNS070773BDs"     "GEN979" 
 "Dickeya_zeae..MK19Dz"             "GEN979" 
 "Dickeya_zeae..DZ2QDz"             "GEN980" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN980" 
 "Dickeya_zeae..DZ2QDz"             "GEN981" 
 "Dickeya_zeae..MS1Dz"              "GEN982" 
 "Dickeya_sp..MK7Ds"                "GEN983" 
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN984" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN985" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN985" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN986" 
 "Dickeya_solani..PPO9019Ds"        "GEN986" 
 "Dickeya_zeae..MS1Dz"              "GEN986" 
 "Dickeya_sp..S1Ds"                 "GEN986" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN989" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN992" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN992" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN992" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN993" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN994" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN994" 
 "Dickeya_solani..RNS070773BDs"     "GEN996" 
 "Dickeya_solani..RNS050512ADs"     "GEN997" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN999" 
 "Dickeya_sp..NCPPB569Ds"           "GEN999" 
 "Dickeya_sp..MK7Ds"                "GEN1000"
 "Dickeya_sp..B16Ds"                "GEN1000"
 "Dickeya_dianthicola..NCPPB453Dd"  "GEN1002"
 "Dickeya_solani..IPO2222Ds"        "GEN1002"
 "Dickeya_chrysanthem..Ech1591Dc"   "GEN1002"
 "Dickeya_solani..GBBC2040Ds"       "GEN1004"
 "Cedecea_neteri..ND14bCn"          "GEN1006"
 "Dickeya_zeae..DZ2QDz"             "GEN1008"
 "Dickeya_zeae..ZJU1202Dz"          "GEN1009"
 "Dickeya_zeae..DZ2QDz"             "GEN1009"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1010"
 "Dickeya_dianthicola..IPO980Dd"    "GEN1010"
 "Dickeya_zeae..EC1Dz"              "GEN1011"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1012"
 "Dickeya_chrysanthem..M074Dc"      "GEN1012"
 "Dickeya_sp..S1Ds"                 "GEN1013"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1013"
 "Cedecea_neteri..ND14bCn"          "GEN1014"
 "Dickeya_solani..M005Ds"           "GEN1014"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1016"
 "Dickeya_solani..RNS070773BDs"     "GEN1016"
 "Dickeya_solani..RNS070773BDs"     "GEN1018"
 "Cedecea_neteri..ND14bCn"          "GEN1021"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1021"
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN1024"
 "Dickeya_dianthicola..IPO980Dd"    "GEN1028"
 "Dickeya_zeae..MS1Dz"              "GEN1028"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1029"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1029"
 "Dickeya_zeae..EC1Dz"              "GEN1030"
 "Dickeya_zeae..DZ2QDz"             "GEN1030"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1030"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1030"
 "Dickeya_paradisiaca..Ech703Dp"    "GEN1031"
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN1031"
 "Dickeya_solani..IPO2222Ds"        "GEN1031"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1034"
 "Dickeya_zeae..MS1Dz"              "GEN1036"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1037"
 "Dickeya_aquatica..DW0440Da"       "GEN1038"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1039"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1042"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1046"
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN1047"
 "Dickeya_chrysanthem..Ech1591Dc"   "GEN1047"
 "Dickeya_sp..B16Ds"                "GEN1048"
 "Dickeya_zeae..DZ2QDz"             "GEN1049"
 "Cedecea_neteri..ND14bCn"          "GEN1051"
 "Dickeya_solani..Ds0432-1Ds"       "GEN1052"
 "Dickeya_solani..RNS070773BDs"     "GEN1052"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1054"
 "Dickeya_solani..GBBC2040Ds"       "GEN1054"
 "Dickeya_zeae..DZ2QDz"             "GEN1056"
 "Dickeya_zeae..EC1Dz"              "GEN1056"
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN1057"
 "Dickeya_chrysanthem..L11Dc"       "GEN1057"
 "Dickeya_chrysanthem..M074Dc"      "GEN1058"
 "Dickeya_zeae..MK19Dz"             "GEN1059"
 "Dickeya_solani..Ds0432-1Ds"       "GEN1062"
 "Dickeya_chrysanthem..M074Dc"      "GEN1062"
 "Dickeya_solani..RNS050512ADs"     "GEN1063"
 "Dickeya_solani..PPO9019Ds"        "GEN1066"
 "Dickeya_sp..B16Ds"                "GEN1066"
 "Dickeya_solani..RNS070773BDs"     "GEN1070"
 "Dickeya_solani..RNS050512ADs"     "GEN1070"
 "Dickeya_solani..GBBC2040Ds"       "GEN1071"
 "Dickeya_zeae..MS1Dz"              "GEN1071"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1073"
 "Dickeya_solani..IPO2222Ds"        "GEN1075"
 "Dickeya_solani..M005Ds"           "GEN1075"
 "Dickeya_sp..S1Ds"                 "GEN1077"
 "Dickeya_solani..M005Ds"           "GEN1077"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1078"
 "Dickeya_dianthicola..RNS049Dd"    "GEN1079"
 "Dickeya_sp..S1Ds"                 "GEN1080"
 "Dickeya_solani..GBBC2040Ds"       "GEN1080"
 "Dickeya_solani..GBBC2040Ds"       "GEN1082"
 "Dickeya_zeae..DZ2QDz"             "GEN1082"
 "Serratia_sp..ATCC39006Ss"         "GEN1082"
 "Dickeya_solani..Ds0432-1Ds"       "GEN1084"
 "Dickeya_solani..RNS050512ADs"     "GEN1084"
 "Dickeya_sp..NCPPB569Ds"           "GEN1085"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1085"
 "Dickeya_zeae..ZJU1202Dz"          "GEN1087"
 "Serratia_sp..ATCC39006Ss"         "GEN1087"
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN1088"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1089"
 "Dickeya_solani..IFB0099Ds"        "GEN1092"
 "Dickeya_zeae..DZ2QDz"             "GEN1092"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1092"
 "Cedecea_neteri..ND14bCn"          "GEN1093"
 "Cedecea_neteri..ND14bCn"          "GEN1094"
 "Dickeya_solani..M005Ds"           "GEN1094"
 "Dickeya_dadantii..3937Dd"         "GEN1095"
 "Serratia_sp..ATCC39006Ss"         "GEN1096"
 "Dickeya_solani..IFB0099Ds"        "GEN1097"
 "Dickeya_sp..NCPPB569Ds"           "GEN1103"
 "Cedecea_neteri..ND14bCn"          "GEN1106"
 "Cedecea_neteri..ND14bCn"          "GEN1107"
 "Dickeya_solani..M005Ds"           "GEN1107"
 "Dickeya_zeae..Ech586Dz"           "GEN1108"
 "Dickeya_sp..S1Ds"                 "GEN1108"
 "Dickeya_solani..PPO9019Ds"        "GEN1109"
 "Dickeya_zeae..DZ2QDz"             "GEN1110"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1110"
 "Dickeya_solani..M005Ds"           "GEN1110"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1111"
 "Dickeya_zeae..MS1Dz"              "GEN1112"
 "Dickeya_solani..RNS070773BDs"     "GEN1114"
 "Dickeya_sp..2B12Ds"               "GEN1114"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1116"
 "Dickeya_sp..MK7Ds"                "GEN1117"
 "Dickeya_solani..RNS08082331ADs"   "GEN1120"
 "Dickeya_sp..MK7Ds"                "GEN1120"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1122"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1123"
 "Dickeya_solani..M005Ds"           "GEN1123"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1124"
 "Dickeya_solani..Ds0432-1Ds"       "GEN1124"
 "Dickeya_solani..M005Ds"           "GEN1129"
 "Dickeya_zeae..DZ2QDz"             "GEN1130"
 "Dickeya_solani..M005Ds"           "GEN1130"
 "Dickeya_solani..RNS070773BDs"     "GEN1131"
 "Dickeya_chrysanthem..L11Dc"       "GEN1133"
 "Dickeya_zeae..MS1Dz"              "GEN1135"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1137"
 "Dickeya_zeae..Ech586Dz"           "GEN1137"
 "Dickeya_zeae..MS1Dz"              "GEN1141"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1142"
 "Dickeya_zeae..MS1Dz"              "GEN1142"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1146"
 "Dickeya_chrysanthem..L11Dc"       "GEN1146"
 "Dickeya_sp..MK7Ds"                "GEN1146"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1147"
 "Dickeya_dadantii..3937Dd"         "GEN1148"
 "Dickeya_solani..Ds0432-1Ds"       "GEN1148"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1148"
 "Dickeya_solani..RNS070773BDs"     "GEN1149"
 "Dickeya_solani..M005Ds"           "GEN1154"
 "Dickeya_solani..RNS070773BDs"     "GEN1155"
 "Dickeya_zeae..DZ2QDz"             "GEN1155"
 "Dickeya_zeae..MS1Dz"              "GEN1156"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1158"
 "Dickeya_sp..S1Ds"                 "GEN1158"
 "Dickeya_solani..RNS070773BDs"     "GEN1159"
 "Cedecea_neteri..ND14bCn"          "GEN1160"
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN1160"
 "Dickeya_zeae..MK19Dz"             "GEN1160"
 "Dickeya_sp..B16Ds"                "GEN1161"
 "Dickeya_zeae..MK19Dz"             "GEN1163"
 "Dickeya_zeae..DZ2QDz"             "GEN1164"
 "Dickeya_sp..S1Ds"                 "GEN1164"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1166"
 "Dickeya_solani..RNS08082331ADs"   "GEN1167"
 "Dickeya_solani..RNS070773BDs"     "GEN1167"
 "Dickeya_aquatica..localstrainDa"  "GEN1167"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1168"
 "Dickeya_solani..IFB0099Ds"        "GEN1169"
 "Dickeya_solani..MK10Ds"           "GEN1172"
 "Dickeya_solani..IPO2222Ds"        "GEN1172"
 "Dickeya_zeae..DZ2QDz"             "GEN1174"
 "Dickeya_sp..S1Ds"                 "GEN1174"
 "Dickeya_solani..RNS070773BDs"     "GEN1175"
 "Dickeya_zeae..MS1Dz"              "GEN1177"
 "Dickeya_dianthicola..RNS049Dd"    "GEN1181"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1181"
 "Dickeya_solani..M005Ds"           "GEN1183"
 "Dickeya_sp..B16Ds"                "GEN1184"
 "Dickeya_sp..MK7Ds"                "GEN1184"
 "Dickeya_dianthicola..RNS049Dd"    "GEN1185"
 "Dickeya_zeae..MS1Dz"              "GEN1187"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1188"
 "Dickeya_solani..RNS050512ADs"     "GEN1190"
 "Dickeya_zeae..DZ2QDz"             "GEN1190"
 "Dickeya_zeae..Ech586Dz"           "GEN1191"
 "Dickeya_solani..M005Ds"           "GEN1193"
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN1194"
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN1196"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1196"
 "Dickeya_zeae..DZ2QDz"             "GEN1197"
 "Dickeya_solani..RNS08082331ADs"   "GEN1198"
 "Dickeya_solani..MK10Ds"           "GEN1198"
 "Dickeya_solani..PPO9019Ds"        "GEN1198"
 "Dickeya_zeae..ZJU1202Dz"          "GEN1198"
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN1199"
 "Serratia_sp..ATCC39006Ss"         "GEN1199"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1200"
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN1201"
 "Dickeya_sp..CSLRW240Ds"           "GEN1203"
 "Cedecea_neteri..ND14bCn"          "GEN1203"
 "Dickeya_sp..NCPPB569Ds"           "GEN1204"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1205"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1206"
 "Serratia_sp..ATCC39006Ss"         "GEN1207"
 "Dickeya_zeae..MK19Dz"             "GEN1208"
 "Dickeya_solani..PPO9019Ds"        "GEN1210"
 "Dickeya_zeae..DZ2QDz"             "GEN1211"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1211"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1211"
 "Dickeya_chrysanthem..Ech1591Dc"   "GEN1214"
 "Dickeya_paradisiaca..Ech703Dp"    "GEN1215"
 "Dickeya_solani..PPO9134Ds"        "GEN1216"
 "Dickeya_solani..PPO9019Ds"        "GEN1216"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1218"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1218"
 "Dickeya_chrysanthem..M074Dc"      "GEN1219"
 "Dickeya_chrysanthem..M074Dc"      "GEN1220"
 "Dickeya_solani..M005Ds"           "GEN1220"
 "Dickeya_solani..IFB0099Ds"        "GEN1222"
 "Dickeya_sp..S1Ds"                 "GEN1223"
 "Serratia_sp..ATCC39006Ss"         "GEN1223"
 "Cedecea_neteri..ND14bCn"          "GEN1224"
 "Dickeya_aquatica..localstrainDa"  "GEN1226"
 "Dickeya_zeae..DZ2QDz"             "GEN1227"
 "Dickeya_aquatica..DW0440Da"       "GEN1227"
 "Dickeya_solani..PPO9019Ds"        "GEN1228"
 "Dickeya_solani..PPO9134Ds"        "GEN1228"
 "Dickeya_solani..M005Ds"           "GEN1231"
 "Dickeya_solani..PPO9019Ds"        "GEN1232"
 "Dickeya_chrysanthem..M074Dc"      "GEN1238"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1238"
 "Dickeya_solani..RNS050512ADs"     "GEN1238"
 "Dickeya_dianthicola..IPO980Dd"    "GEN1239"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1239"
 "Dickeya_sp..2B12Ds"               "GEN1240"
 "Dickeya_chrysanthem..NCPPB3533Dc" "GEN1241"
 "Dickeya_chrysanthem..M074Dc"      "GEN1241"
 "Dickeya_zeae..ZJU1202Dz"          "GEN1244"
 "Dickeya_solani..PPO9019Ds"        "GEN1245"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1245"
 "Dickeya_paradisiaca..Ech703Dp"    "GEN1250"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1250"
 "Dickeya_zeae..DZ2QDz"             "GEN1250"
 "Serratia_sp..ATCC39006Ss"         "GEN1253"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1253"
 "Dickeya_zeae..MS1Dz"              "GEN1256"
 "Dickeya_zeae..DZ2QDz"             "GEN1256"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1257"
 "Dickeya_dianthicola..IPO980Dd"    "GEN1259"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1259"
 "Dickeya_dadantii..3937Dd"         "GEN1260"
 "Dickeya_sp..S1Ds"                 "GEN1260"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1261"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1263"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1264"
 "Dickeya_sp..NCPPB3274Ds"          "GEN1264"
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN1265"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1265"
 "Dickeya_sp..S1Ds"                 "GEN1268"
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN1269"
 "Dickeya_dadantii..3937Dd"         "GEN1269"
 "Dickeya_dianthicola..IPO980Dd"    "GEN1269"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1269"
 "Dickeya_zeae..MS1Dz"              "GEN1271"
 "Dickeya_solani..RNS050512ADs"     "GEN1275"
 "Dickeya_solani..M005Ds"           "GEN1275"
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN1276"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1277"
 "Dickeya_sp..S1Ds"                 "GEN1277"
 "Dickeya_solani..RNS08082331ADs"   "GEN1278"
 "Dickeya_solani..RNS070773BDs"     "GEN1278"
 "Dickeya_sp..CSLRW240Ds"           "GEN1278"
 "Dickeya_dadantii..3937Dd"         "GEN1279"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1281"
 "Dickeya_solani..PPO9019Ds"        "GEN1282"
 "Dickeya_zeae..NCPPB2538Dz"        "GEN1282"
 "Dickeya_solani..RNS08082331ADs"   "GEN1283"
 "Dickeya_sp..B16Ds"                "GEN1283"
 "Dickeya_sp..MK7Ds"                "GEN1283"
 "Dickeya_zeae..ZJU1202Dz"          "GEN1285"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1285"
 "Dickeya_zeae..DZ2QDz"             "GEN1288"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1288"
 "Dickeya_aquatica..DW0440Da"       "GEN1291"
 "Dickeya_sp..S1Ds"                 "GEN1291"
 "Dickeya_solani..M005Ds"           "GEN1294"
 "Cedecea_neteri..ND14bCn"          "GEN1295"
 "Dickeya_solani..GBBC2040Ds"       "GEN1296"
 "Dickeya_solani..RNS070773BDs"     "GEN1298"
 "Dickeya_dadantii..3937Dd"         "GEN1299"
 "Dickeya_solani..PPO9019Ds"        "GEN1301"
 "Dickeya_zeae..MS1Dz"              "GEN1301"
 "Dickeya_solani..RNS070773BDs"     "GEN1302"
 "Dickeya_chrysanthem..Ech1591Dc"   "GEN1302"
 "Dickeya_aquatica..localstrainDa"  "GEN1302"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1303"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1303"
 "Dickeya_sp..S1Ds"                 "GEN1303"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1303"
 "Dickeya_solani..MK16Ds"           "GEN1306"
 "Dickeya_solani..Ds0432-1Ds"       "GEN1306"
 "Dickeya_solani..IFB0099Ds"        "GEN1306"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1307"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1308"
 "Dickeya_zeae..ZJU1202Dz"          "GEN1310"
 "Dickeya_zeae..DZ2QDz"             "GEN1310"
 "Dickeya_zeae..NCPPB3532Dz"        "GEN1311"
 "Dickeya_zeae..NCPPB2538Dz"        "GEN1312"
 "Dickeya_zeae..EC1Dz"              "GEN1313"
 "Dickeya_solani..RNS050512ADs"     "GEN1313"
 "Dickeya_zeae..DZ2QDz"             "GEN1313"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1314"
 "Dickeya_zeae..Ech586Dz"           "GEN1314"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1315"
 "Dickeya_solani..M005Ds"           "GEN1315"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1315"
 "Dickeya_zeae..DZ2QDz"             "GEN1318"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1318"
 "Dickeya_aquatica..localstrainDa"  "GEN1320"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1320"
 "Dickeya_solani..Ds0432-1Ds"       "GEN1321"
 "Dickeya_solani..IPO2222Ds"        "GEN1321"
 "Dickeya_solani..MK16Ds"           "GEN1321"
 "Dickeya_sp..S1Ds"                 "GEN1327"
 "Dickeya_zeae..DZ2QDz"             "GEN1328"
 "Dickeya_solani..RNS070773BDs"     "GEN1330"
 "Dickeya_zeae..EC1Dz"              "GEN1331"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1331"
 "Dickeya_zeae..DZ2QDz"             "GEN1331"
 "Dickeya_sp..MK7Ds"                "GEN1333"
 "Dickeya_sp..S1Ds"                 "GEN1334"
 "Dickeya_zeae..MS1Dz"              "GEN1335"
 "Dickeya_dadantii..3937Dd"         "GEN1336"
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN1336"
 "Dickeya_zeae..DZ2QDz"             "GEN1340"
 "Dickeya_dadantii..3937Dd"         "GEN1341"
 "Dickeya_solani..GBBC2040Ds"       "GEN1344"
 "Dickeya_solani..RNS070773BDs"     "GEN1346"
 "Dickeya_dadantii..3937Dd"         "GEN1347"
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN1347"
 "Dickeya_zeae..ZJU1202Dz"          "GEN1351"
 "Dickeya_sp..CSLRW240Ds"           "GEN1351"
 "Dickeya_sp..S1Ds"                 "GEN1351"
 "Dickeya_dadantii..3937Dd"         "GEN1353"
 "Dickeya_zeae..DZ2QDz"             "GEN1353"
 "Dickeya_zeae..ZJU1202Dz"          "GEN1354"
 "Dickeya_zeae..DZ2QDz"             "GEN1354"
 "Serratia_sp..ATCC39006Ss"         "GEN1354"
 "Dickeya_paradisiaca..Ech703Dp"    "GEN1355"
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN1355"
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN1356"
 "Dickeya_zeae..CSLRW192Dz"         "GEN1360"
 "Dickeya_zeae..NCPPB3531Dz"        "GEN1360"
 "Dickeya_dadantii..NCPPB898Dd"     "GEN1361"
 "Dickeya_sp..NCPPB569Ds"           "GEN1361"
 "Dickeya_solani..RNS08082331ADs"   "GEN1363"
 "Dickeya_sp..B16Ds"                "GEN1363"
 "Dickeya_sp..MK7Ds"                "GEN1363"
 "Dickeya_dadantii..3937Dd"         "GEN1367"
 "Dickeya_zeae..MS1Dz"              "GEN1367"
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN1368"

